timestamp,symbol,open,high,low,close,volume,trade_count,vwap,RSI,position
2025-02-28 05:00:00+00:00,AAPL,236.95,242.09,230.2,241.84,56833360.0,572585.0,239.403148,70.51689286460518,0
2025-03-03 05:00:00+00:00,AAPL,241.79,244.0272,236.112,238.03,47183985.0,557039.0,239.978276,63.50858927410433,0
2025-03-04 05:00:00+00:00,AAPL,237.705,240.07,234.68,235.93,53798062.0,685400.0,237.505567,54.655414906427076,0
2025-03-05 05:00:00+00:00,AAPL,235.42,236.55,229.23,235.74,47227643.0,558645.0,233.781766,48.205779610432266,0
2025-03-06 05:00:00+00:00,AAPL,234.435,237.86,233.1581,235.33,45170419.0,551790.0,235.298577,38.619676943683274,0
2025-03-07 05:00:00+00:00,AAPL,235.105,241.37,234.76,239.07,46273565.0,581196.0,238.940422,40.09315657269326,0
2025-03-10 04:00:00+00:00,AAPL,235.54,236.16,224.22,227.48,72071197.0,1152721.0,227.623563,28.422656844302935,0
2025-03-11 04:00:00+00:00,AAPL,223.805,225.8399,217.45,220.84,76137410.0,899698.0,221.096091,23.657092742093354,0
2025-03-12 04:00:00+00:00,AAPL,220.14,221.75,214.91,216.98,62547467.0,792931.0,217.596761,20.263863120421107,0
2025-03-13 04:00:00+00:00,AAPL,215.95,216.8394,208.42,209.68,61368330.0,768934.0,212.024245,17.7021429853271,0
2025-03-14 04:00:00+00:00,AAPL,211.25,213.95,209.58,213.49,60107582.0,668917.0,212.466779,20.92057449335023,0
2025-03-17 04:00:00+00:00,AAPL,213.31,215.22,209.97,214.0,48073426.0,577436.0,213.202242,21.634615384095284,0
2025-03-18 04:00:00+00:00,AAPL,214.16,215.15,211.49,212.69,42432426.0,493004.0,213.10947,23.832040854296068,0
2025-03-19 04:00:00+00:00,AAPL,214.22,218.76,213.75,215.24,54385391.0,524678.0,215.609629,28.934300992350856,0
2025-03-20 04:00:00+00:00,AAPL,213.99,217.4899,212.22,214.1,48862947.0,499769.0,214.396693,21.67075163336723,0
2025-03-21 04:00:00+00:00,AAPL,211.56,218.84,211.28,218.27,94127768.0,496948.0,215.734078,29.967558798824925,0
2025-03-24 04:00:00+00:00,AAPL,221.0,221.48,218.58,220.73,44299483.0,495018.0,220.082882,34.70209339676762,1
2025-03-25 04:00:00+00:00,AAPL,220.77,224.1,220.08,223.75,34493583.0,407132.0,223.117364,38.58312702239541,1
2025-03-26 04:00:00+00:00,AAPL,223.51,225.02,220.47,221.53,34532656.0,440452.0,222.527802,37.297496317153595,1
2025-03-27 04:00:00+00:00,AAPL,221.39,224.99,220.5601,223.85,37094774.0,387119.0,223.354994,35.6143667287361,1
2025-03-28 04:00:00+00:00,AAPL,221.67,223.81,217.68,217.9,39818617.0,485185.0,219.364708,39.86457892391431,1
2025-03-31 04:00:00+00:00,AAPL,217.005,225.62,216.23,222.13,65298894.0,646558.0,220.644612,51.43812708869534,1
2025-04-01 04:00:00+00:00,AAPL,219.805,223.68,218.9,223.19,36412740.0,594670.0,222.333555,57.38406658548544,1
2025-04-02 04:00:00+00:00,AAPL,221.315,225.19,221.02,223.89,35905904.0,473114.0,223.770488,70.04231311430014,1
2025-04-03 04:00:00+00:00,AAPL,205.54,207.49,201.25,203.19,103418915.0,1366636.0,204.016333,40.160489108593325,0
2025-04-04 04:00:00+00:00,AAPL,193.89,199.88,187.34,188.38,125908914.0,1716108.0,192.430879,30.777310923723164,0
2025-04-07 04:00:00+00:00,AAPL,177.2,194.15,174.62,181.46,160466286.0,2117015.0,180.47395,28.38754325204509,0
2025-04-08 04:00:00+00:00,AAPL,186.7,190.335,169.2101,172.42,120853216.0,1671395.0,179.164809,22.80924561808567,0
2025-04-09 04:00:00+00:00,AAPL,171.95,200.61,171.89,198.85,184386792.0,2212850.0,188.345233,42.67038354263444,1
2025-04-10 04:00:00+00:00,AAPL,189.065,194.7799,183.0,190.42,121879981.0,1500041.0,189.875437,37.141010249773764,1
2025-04-11 04:00:00+00:00,AAPL,186.1,199.54,186.06,198.15,87435915.0,1073191.0,195.686718,40.058119055511796,1
2025-04-14 04:00:00+00:00,AAPL,211.44,212.94,201.1621,202.52,101352911.0,1272714.0,205.417854,40.76233574051808,1
2025-04-15 04:00:00+00:00,AAPL,201.855,203.51,199.8,202.14,51343872.0,595846.0,202.184277,41.425665516423486,1
2025-04-16 04:00:00+00:00,AAPL,198.36,200.7,192.37,194.27,59732423.0,744249.0,195.847681,37.531613555449816,1
2025-04-17 04:00:00+00:00,AAPL,197.2,198.8335,194.42,196.98,52164408.0,537912.0,196.897749,40.934304038331526,1
2025-04-21 04:00:00+00:00,AAPL,193.265,193.8,189.8112,193.16,46742537.0,576340.0,191.966857,37.401061145930576,1
2025-04-22 04:00:00+00:00,AAPL,196.12,201.59,195.97,199.74,52976297.0,608787.0,199.219833,40.26890198309921,1
2025-04-23 04:00:00+00:00,AAPL,206.0,208.0,202.799,204.6,52929165.0,664354.0,205.344795,42.2623345362281,1
2025-04-24 04:00:00+00:00,AAPL,204.89,208.8299,202.94,208.37,47310989.0,490831.0,207.133886,52.4043817297311,1
2025-04-25 04:00:00+00:00,AAPL,206.365,209.75,206.2,209.28,38222258.0,469917.0,208.424899,61.13835003106381,1
2025-04-28 04:00:00+00:00,AAPL,210.0,211.5,207.46,210.14,38743074.0,436969.0,209.664384,66.34001823048226,1
2025-04-29 04:00:00+00:00,AAPL,208.693,212.24,208.37,211.21,36827633.0,403524.0,211.011514,74.30755733670848,1
2025-04-30 04:00:00+00:00,AAPL,209.3,213.58,206.6705,212.5,52286454.0,501667.0,211.321946,62.48856358485848,0
2025-05-01 04:00:00+00:00,AAPL,209.08,214.56,208.9,213.32,57365675.0,712566.0,212.465753,74.3409863923453,0
2025-05-02 04:00:00+00:00,AAPL,206.09,206.99,202.16,205.35,101010621.0,1100613.0,204.784489,57.614213196263535,0
2025-05-05 04:00:00+00:00,AAPL,203.1,204.1,198.21,198.89,69018452.0,770697.0,199.723715,46.323678345860756,0
2025-05-06 04:00:00+00:00,AAPL,198.21,200.65,197.02,198.51,51216482.0,529849.0,198.863683,46.32367834586078,0
2025-05-07 04:00:00+00:00,AAPL,199.17,199.44,193.25,196.25,68616943.0,753075.0,195.89945,52.26234003489105,0
2025-05-08 04:00:00+00:00,AAPL,197.72,200.05,194.6796,197.49,50478872.0,599001.0,197.774244,50.60297942608553,0
2025-05-09 04:00:00+00:00,AAPL,199.0,200.5399,197.535,198.53,36453923.0,423067.0,198.727532,56.795747909908535,0
2025-05-12 04:00:00+00:00,AAPL,210.97,211.2679,206.75,210.79,63775814.0,806841.0,209.671497,62.226156227326456,0
2025-05-13 04:00:00+00:00,AAPL,210.43,213.4,209.0,212.93,51909332.0,608884.0,211.920893,59.806922531581606,0
2025-05-14 04:00:00+00:00,AAPL,212.43,213.94,210.5801,212.33,49325825.0,596267.0,212.274905,55.03816793697066,0
2025-05-15 04:00:00+00:00,AAPL,210.95,212.96,209.54,211.45,45029473.0,550863.0,211.302042,52.7629233492776,0
2025-05-16 04:00:00+00:00,AAPL,212.36,212.57,209.77,211.26,54737850.0,512788.0,211.318133,51.45077720020646,0
2025-05-19 04:00:00+00:00,AAPL,207.91,209.48,204.26,208.78,46140527.0,617742.0,207.544666,46.96325918356039,0
2025-05-20 04:00:00+00:00,AAPL,207.67,208.47,205.03,206.86,42496635.0,511393.0,207.012839,43.06102362056386,0
2025-05-21 04:00:00+00:00,AAPL,205.17,207.04,200.71,202.09,59211774.0,783994.0,203.41488,37.407490467540484,0
2025-05-22 04:00:00+00:00,AAPL,200.71,202.75,199.7,201.36,46742407.0,615608.0,201.381366,44.65863453647868,0
2025-05-23 04:00:00+00:00,AAPL,193.665,197.7,193.46,195.27,78432918.0,1035410.0,195.921086,45.10546241040707,0
2025-05-27 04:00:00+00:00,AAPL,198.3,200.74,197.43,200.21,56288475.0,710445.0,199.536657,52.04622050859741,0
2025-05-28 04:00:00+00:00,AAPL,200.59,202.73,199.9,200.42,45339678.0,549615.0,200.829719,55.279817673401055,0
2025-05-29 04:00:00+00:00,AAPL,203.575,203.81,198.51,199.95,51477938.0,652509.0,200.374911,53.17665289063925,0
2025-05-30 04:00:00+00:00,AAPL,199.37,201.96,196.78,200.85,70819942.0,605924.0,199.860142,53.006739241207626,0
2025-06-02 04:00:00+00:00,AAPL,200.28,202.13,200.12,201.7,35423294.0,501431.0,201.213591,33.271991165013574,0
2025-06-03 04:00:00+00:00,AAPL,201.35,203.77,200.955,203.27,46381567.0,519820.0,202.782254,31.84210526148199,0
2025-06-04 04:00:00+00:00,AAPL,202.91,206.24,202.1,202.82,43603985.0,568214.0,203.716632,32.02268430832392,0
2025-06-05 04:00:00+00:00,AAPL,203.5,204.75,200.15,200.63,55221235.0,637645.0,201.868062,30.51152737598285,0
2025-06-06 04:00:00+00:00,AAPL,203.0,205.7,202.05,203.92,46607693.0,556357.0,204.114905,38.10758262950904,0
2025-06-09 04:00:00+00:00,AAPL,204.39,206.0,200.02,201.45,72862557.0,860118.0,202.490754,38.11993516844834,0
2025-06-10 04:00:00+00:00,AAPL,200.6,204.35,200.57,202.67,54672608.0,611323.0,202.546622,43.05140961657468,0
2025-06-11 04:00:00+00:00,AAPL,203.5,204.5,198.41,198.78,60648659.0,760436.0,200.489457,44.34574649599985,0
